date,portfolio_value,cash,invested,benchmark,drawdown,exposure
2020-07-10,1000000.0,1000000.0,0.0,10919.7,0.0,1.0
2020-07-13,999696.1540443914,3.346940502524376e-10,999696.154044391,10953.75,-0.00030384595560861705,1.0
2020-07-14,984542.1545221142,3.346940502524376e-10,984542.1545221139,10768.6,-0.015457845477885757,1.0
2020-07-15,981055.9341027319,3.346940502524376e-10,981055.9341027315,10769.6,-0.01894406589726816,1.0
2020-07-16,973434.2309147791,3.346940502524376e-10,973434.2309147788,10879.9,-0.026565769085220903,1.0
2020-07-17,996324.7631336623,3.346940502524376e-10,996324.7631336619,11045.85,-0.00367523686633775,1.0
2020-07-20,1002347.2421007156,38756.457790622386,963590.7843100933,11159.45,0.0,1.0
2020-07-21,1000905.8244117006,38756.457790622386,962149.3666210782,11283.9,-0.0014380422556898864,1.0
2020-07-22,1007418.0704403524,38756.457790622386,968661.61264973,11249.45,0.0,1.0
2020-07-23,1010272.8940936592,38756.457790622386,971516.4363030369,11334.3,0.0,1.0
2020-07-24,1012398.1080292485,38756.457790622386,973641.6502386262,11297.75,0.0,1.0
2020-07-27,1009560.2175310021,39474.99835907651,970085.2191719256,11231.3,-0.002803136904088732,1.0
2020-07-28,1014267.9925699091,39474.99835907651,974792.9942108325,11388.4,0.0,1.0
2020-07-29,1020433.6031732146,39474.99835907651,980958.604814138,11310.85,0.0,1.0
2020-07-30,1020320.8596524529,39474.99835907651,980845.8612933763,11231.3,-0.00011048589581053037,1.0
2020-07-31,1046139.4456509274,39474.99835907651,1006664.4472918508,11222.95,0.0,1.0
2020-08-03,1072242.1538637422,4.3655745685100555e-11,1072242.1538637422,11056.0,0.0,1.0
2020-08-04,1083583.3446946675,4.3655745685100555e-11,1083583.3446946675,11244.1,0.0,1.0
2020-08-05,1094202.0549937119,4.3655745685100555e-11,1094202.0549937119,11248.4,0.0,1.0
2020-08-06,1115016.8730964626,4.3655745685100555e-11,1115016.8730964626,11345.45,0.0,1.0
2020-08-07,1115878.8753842541,4.3655745685100555e-11,1115878.8753842541,11361.4,0.0,1.0
2020-08-10,1158136.8764751651,44094.42022250465,1114042.4562526606,11433.0,0.0,1.0
2020-08-11,1137180.6339429328,44094.42022250465,1093086.2137204283,11471.25,-0.018094789103006104,1.0
2020-08-12,1123122.607236367,44094.42022250465,1079028.1870138622,11458.25,-0.030233273760667645,1.0
2020-08-13,1123095.5803310655,44094.42022250465,1079001.1601085607,11458.9,-0.030256610298731945,1.0
2020-08-14,1119757.5036255517,44094.42022250465,1075663.0834030472,11337.55,-0.03313889198176867,1.0
2020-08-17,1122821.6197791803,43678.84615885818,1079142.773620322,11402.85,-0.030493163125474676,1.0
2020-08-18,1134135.2138606033,43678.84615885818,1090456.3677017451,11541.95,-0.02072437472815114,1.0
2020-08-19,1138323.1722118403,43678.84615885818,1094644.3260529821,11564.5,-0.01710825781113945,1.0
2020-08-20,1137345.0611902273,43678.84615885818,1093666.2150313691,11479.0,-0.017952813443104065,1.0
2020-08-21,1156195.8335421483,43678.84615885818,1112516.9873832902,11535.8,-0.0016760047732219396,1.0
2020-08-24,1177691.8911432468,44304.47647335083,1133387.414669896,11619.15,0.0,1.0
2020-08-25,1168123.5707152805,44304.47647335083,1123819.0942419297,11625.6,-0.008124638116237537,1.0
2020-08-26,1170291.809875681,44304.47647335083,1125987.3334023303,11694.35,-0.006283546081294777,1.0
2020-08-27,1165765.226430061,44304.47647335083,1121460.7499567103,11709.45,-0.010127151934117395,1.0
2020-08-28,1168971.0712442305,44304.47647335083,1124666.5947708797,11791.5,-0.007405009718246869,1.0
2020-08-31,1124184.6253306402,39396.03051822353,1084788.5948124167,11496.05,-0.045434010554886495,1.0
2020-09-01,1122595.2043564531,39396.03051822353,1083199.1738382296,11586.6,-0.04678361734605174,1.0
2020-09-02,1155469.8371276506,39396.03051822353,1116073.806609427,11660.6,-0.01886915769966291,1.0
2020-09-03,1183403.9218880888,39396.03051822353,1144007.8913698653,11663.35,0.0,1.0
2020-09-04,1176301.102776162,39396.03051822353,1136905.0722579386,11464.95,-0.006002024313553345,1.0
2020-09-07,1177364.201043814,2.9103830456733704e-11,1177364.201043814,11478.4,-0.0051036849993184585,1.0
2020-09-08,1169934.7090002815,2.9103830456733704e-11,1169934.7090002815,11434.9,-0.011381754478485662,1.0
2020-09-09,1150757.5899348515,2.9103830456733704e-11,1150757.5899348515,11397.95,-0.02758680392164914,1.0
2020-09-10,1169095.699161147,2.9103830456733704e-11,1169095.699161147,11562.65,-0.012090734585460394,1.0
2020-09-11,1169142.7954490215,2.9103830456733704e-11,1169142.7954490215,11589.65,-0.012050937279567298,1.0
2020-09-14,1213462.8597803938,40480.38192245551,1172982.4778579383,11566.45,0.0,1.0
2020-09-15,1229012.490867414,40480.38192245551,1188532.1089449585,11652.85,0.0,1.0
2020-09-16,1233837.841260641,40480.38192245551,1193357.4593381856,11732.7,0.0,1.0
2020-09-17,1221451.386405701,40480.38192245551,1180971.0044832455,11646.15,-0.010038964960164098,1.0
2020-09-18,1226899.447194611,40480.38192245551,1186419.0652721555,11640.2,-0.005623424597628657,1.0
2020-09-21,1173244.4709833898,1.4551915228366852e-11,1173244.4709833898,11367.25,-0.04910967085864515,1.0
